Education,Marital_Status,HasChildren,AgeGroup,Income,Recency,Complain,Days_Since_Enrolled,Years_Since_Enrolled,NumDealsPurchases,NumWebVisitsMonth,NumTotalPurchases,MntRegularProds,MntGoldProds,MntTotal,AcceptedCmpTotal,HasAcceptedCmp,Response
2n Cycle,Partner,1,46-60,53083.0,65,0,410,1,6,7,11,258,13,271,1,1,0
PhD,Partner,1,31-45,69283.0,41,0,15,0,4,5,23,896,8,904,0,0,0
Master,Single,1,31-45,46098.0,86,0,680,1,4,8,7,84,36,120,0,0,1
2n Cycle,Partner,1,18-30,23331.0,92,0,663,1,2,8,6,58,45,103,0,0,0
2n Cycle,Single,1,18-30,23331.0,97,0,632,1,6,9,11,264,5,269,0,0,0
Graduation,Single,1,18-30,9255.0,91,0,191,0,1,8,4,18,4,22,0,0,0
PhD,Single,0,46-60,67786.0,0,0,204,0,1,1,15,1054,102,1156,0,0,1
PhD,Partner,1,31-45,71969.0,59,0,621,1,3,8,16,1076,10,1086,1,1,0
Master,Single,1,46-60,59235.0,4,0,533,1,3,7,25,1037,91,1128,0,0,0
Graduation,Partner,1,18-30,31928.0,5,0,93,0,2,7,7,67,5,72,0,0,0
Master,Partner,1,46-60,74881.0,48,0,478,1,4,5,23,910,54,964,0,0,0
Graduation,Partner,0,31-45,65819.0,99,0,577,1,1,3,19,1320,63,1383,0,0,0
PhD,Single,1,61+,51411.0,81,0,399,1,1,5,3,17,1,18,0,0,0
Graduation,Single,1,46-60,51983.0,95,0,667,1,3,7,21,763,30,793,0,0,0
Master,Partner,1,18-30,42386.0,43,0,532,1,1,8,6,89,11,100,0,0,0
2n Cycle,Partner,0,18-30,30390.0,5,0,300,0,1,6,5,60,20,80,0,0,0
Graduation,Single,0,46-60,30983.0,50,0,597,1,1,8,7,118,49,167,0,0,1
Graduation,Single,1,46-60,66033.0,76,0,525,1,2,7,18,612,65,677,0,0,0
2n Cycle,Partner,1,31-45,37284.0,46,0,457,1,1,6,3,17,6,23,0,0,0
Master,Single,1,61+,57530.0,68,0,260,0,1,1,6,91,1,92,0,0,0
2n Cycle,Partner,0,46-60,76800.0,33,0,113,0,1,1,15,560,81,641,0,0,0
Graduation,Partner,1,46-60,63943.0,50,0,665,1,1,5,16,1085,21,1106,0,0,0
Graduation,Partner,0,46-60,76081.0,85,0,37,0,1,2,13,833,200,1033,1,1,0
Graduation,Partner,1,31-45,67445.0,63,0,686,1,5,6,27,1163,11,1174,0,0,0
Master,Partner,1,46-60,37054.0,89,0,287,0,2,7,4,20,5,25,0,0,0
Master,Partner,1,46-60,47175.0,81,0,609,1,7,8,10,221,19,240,1,1,1
Graduation,Single,1,31-45,31859.0,77,0,380,1,1,7,3,15,5,20,0,0,0
Graduation,Single,1,46-60,27215.0,50,0,522,1,4,6,7,74,28,102,0,0,0
PhD,Single,1,31-45,70179.0,10,0,343,0,3,5,23,901,133,1034,0,0,0
Graduation,Partner,1,31-45,39922.0,30,0,500,1,2,8,7,120,36,156,0,0,0
Master,Partner,1,31-45,49681.0,66,0,237,0,6,7,15,437,21,458,0,0,0
Graduation,Partner,1,18-30,24645.0,16,0,605,1,1,8,3,17,0,17,0,0,0
Graduation,Single,1,46-60,79865.0,12,0,11,0,1,1,20,754,38,792,0,0,0
Graduation,Partner,1,18-30,44322.0,30,0,13,0,2,8,6,89,3,92,0,0,0
Graduation,Single,1,61+,47958.0,8,0,526,1,2,5,14,385,22,407,0,0,0
Master,Single,1,46-60,63972.0,93,0,574,1,4,4,19,1257,12,1269,1,1,0
Graduation,Partner,1,46-60,75315.0,14,0,75,0,2,2,21,810,31,841,0,0,0
PhD,Partner,1,61+,55517.0,53,0,640,1,5,9,18,597,36,633,0,0,1
PhD,Partner,1,46-60,75283.0,26,0,459,1,11,4,14,953,66,1019,0,0,0
PhD,Single,0,61+,82800.0,23,0,582,1,1,3,25,1270,45,1315,2,1,1
Graduation,Partner,1,46-60,38998.0,92,1,603,1,3,8,5,49,5,54,0,0,0
Master,Single,0,18-30,90638.0,29,0,136,0,1,1,17,2429,96,2525,1,1,1
Master,Partner,1,18-30,27161.0,41,0,244,0,1,7,4,41,11,52,0,0,0
Graduation,Partner,1,31-45,42014.0,56,0,681,1,6,8,14,386,50,436,0,0,1
PhD,Partner,1,46-60,38201.0,19,0,457,1,4,8,11,256,12,268,0,0,0
Graduation,Partner,1,31-45,45203.0,4,0,98,0,1,6,7,123,24,147,0,0,1
PhD,Partner,0,61+,81574.0,89,0,62,0,1,1,17,1798,0,1798,2,1,0
Graduation,Partner,0,18-30,34935.0,71,0,373,1,1,7,7,117,20,137,0,0,0
Master,Single,1,31-45,60482.0,81,0,522,1,1,7,16,483,24,507,0,0,0
Graduation,Partner,1,46-60,34633.0,31,0,157,0,1,6,3,14,1,15,0,0,0
Master,Partner,0,61+,78093.0,53,0,200,0,1,1,16,1095,10,1105,0,0,0
Graduation,Single,0,61+,82460.0,78,0,209,0,1,1,14,959,15,974,0,0,0
Master,Partner,1,46-60,45903.0,80,0,67,0,2,4,6,63,3,66,0,0,0
Graduation,Single,0,18-30,81361.0,18,0,124,0,1,1,26,702,76,778,0,0,1
PhD,Single,1,31-45,35860.0,37,0,41,0,2,5,4,29,20,49,1,1,1
Master,Partner,1,61+,40442.0,52,0,679,1,4,7,8,156,13,169,0,0,1
Graduation,Partner,0,46-60,61482.0,39,0,2,0,1,2,11,256,43,299,0,0,0
Graduation,Partner,1,31-45,34968.0,11,0,445,1,7,7,10,219,2,221,0,0,0
Graduation,Partner,0,18-30,75794.0,33,0,187,0,1,3,24,1634,48,1682,1,1,0
PhD,Partner,1,46-60,31497.0,22,0,570,1,2,8,8,151,4,155,0,0,0
Graduation,Partner,0,46-60,74268.0,83,0,500,1,1,2,12,851,41,892,0,0,0
Basic,Partner,1,18-30,13724.0,43,0,667,1,1,9,4,31,27,58,1,1,0
Master,Partner,1,46-60,45143.0,74,0,307,0,3,7,12,297,14,311,0,0,0
PhD,Single,1,46-60,52569.0,54,0,85,0,1,3,6,88,7,95,0,0,0
PhD,Single,1,31-45,48432.0,3,0,619,1,5,8,14,382,42,424,0,0,1
Master,Partner,1,46-60,17144.0,96,0,134,0,5,7,7,41,6,47,0,0,0
Graduation,Single,1,18-30,36108.0,68,0,257,0,3,9,12,292,47,339,1,1,0
Graduation,Partner,1,31-45,76445.0,2,0,639,1,1,6,20,1375,35,1410,0,0,0
PhD,Partner,1,31-45,36663.0,40,0,65,0,1,2,5,30,5,35,0,0,0
Master,Partner,1,46-60,53843.0,64,0,367,1,4,7,16,489,73,562,0,0,0
Master,Partner,0,46-60,90226.0,26,0,641,1,1,2,23,2244,108,2352,1,1,0
Master,Single,0,46-60,70638.0,69,0,393,1,1,3,19,1271,63,1334,1,1,0
Graduation,Partner,1,46-60,44512.0,57,0,303,0,2,4,4,30,2,32,0,0,0
Graduation,Partner,1,46-60,27116.0,78,0,119,0,2,7,5,38,3,41,0,0,0
PhD,Partner,1,46-60,54072.0,71,0,337,0,1,8,4,39,0,39,0,0,0
Graduation,Partner,1,31-45,71855.0,59,0,529,1,4,3,21,1113,28,1141,0,0,0
2n Cycle,Single,1,18-30,51250.0,28,0,456,1,5,9,19,670,40,710,1,1,0
Master,Partner,1,31-45,60432.0,61,0,112,0,5,6,14,390,11,401,0,0,0
PhD,Partner,1,46-60,65526.0,22,0,79,0,1,2,16,497,9,506,0,0,0
Graduation,Single,0,18-30,68655.0,95,0,688,1,1,3,20,1500,38,1538,0,0,0
2n Cycle,Partner,0,31-45,12393.0,38,0,572,1,1,9,5,44,13,57,0,0,0
Graduation,Single,0,18-30,64509.0,19,0,316,0,1,4,18,1645,77,1722,1,1,1
Graduation,Single,1,31-45,33955.0,92,0,324,0,4,8,11,260,10,270,0,0,0
Graduation,Partner,1,31-45,31353.0,24,0,182,0,2,8,4,24,7,31,0,0,1
Graduation,Partner,1,18-30,55434.0,21,0,267,0,3,4,21,806,76,882,0,0,0
Graduation,Partner,1,31-45,28359.0,35,0,245,0,1,7,3,14,2,16,0,0,0
Graduation,Single,1,18-30,57100.0,9,0,42,0,2,3,12,294,17,311,0,0,0
Graduation,Partner,1,46-60,69139.0,23,0,153,0,1,4,10,221,6,227,0,0,0
Master,Partner,1,46-60,52973.0,92,0,598,1,7,8,24,953,199,1152,0,0,0
PhD,Partner,1,46-60,51717.0,55,0,313,0,1,7,7,117,5,122,1,1,0
Graduation,Partner,1,31-45,18793.0,14,0,533,1,3,8,6,57,20,77,0,0,0
2n Cycle,Partner,0,31-45,66664.0,78,0,642,1,1,3,18,1257,32,1289,0,0,0
Graduation,Single,1,46-60,50664.0,64,0,529,1,9,9,15,435,126,561,0,0,0
Graduation,Partner,1,46-60,54414.0,49,0,522,1,4,4,9,193,18,211,0,0,0
PhD,Partner,1,61+,54549.0,8,0,118,0,2,7,10,224,9,233,0,0,0
PhD,Single,1,31-45,47111.0,35,0,659,1,6,9,15,1051,41,1092,0,0,0
PhD,Single,0,46-60,41003.0,11,0,469,1,1,6,16,513,88,601,0,0,0
Graduation,Partner,1,31-45,19444.0,8,0,127,0,3,7,7,44,10,54,0,0,1
2n Cycle,Partner,1,31-45,36301.0,53,0,247,0,1,7,6,66,12,78,0,0,0
PhD,Partner,1,61+,73059.0,36,0,302,0,1,4,25,1024,71,1095,0,0,0
PhD,Partner,1,31-45,42731.0,64,0,251,0,3,5,10,220,24,244,0,0,0
PhD,Partner,1,46-60,52854.0,43,0,97,0,2,5,7,116,0,116,0,0,0
Graduation,Partner,1,31-45,22775.0,40,0,375,1,1,8,3,14,1,15,0,0,0
PhD,Partner,1,61+,46681.0,52,0,264,0,2,5,14,387,38,425,0,0,0
PhD,Partner,1,46-60,59821.0,11,0,443,1,6,8,20,699,35,734,0,0,0
Graduation,Single,1,46-60,50002.0,21,0,377,1,2,7,17,556,82,638,0,0,0
Graduation,Partner,0,61+,69755.0,23,0,270,0,1,1,21,801,93,894,0,0,0
Graduation,Partner,1,31-45,44078.0,17,0,10,0,2,5,5,37,4,41,0,0,0
Master,Partner,1,31-45,30560.0,6,0,367,1,1,7,4,24,7,31,0,0,0
Master,Partner,1,31-45,35924.0,56,0,98,0,1,5,4,27,7,34,0,0,0
PhD,Single,1,46-60,64140.0,71,0,279,0,5,5,13,1535,215,1750,3,1,1
Graduation,Partner,1,31-45,56386.0,51,0,610,1,8,9,17,537,75,612,0,0,0
Basic,Partner,1,31-45,24594.0,94,0,201,0,1,5,4,20,9,29,0,0,0
2n Cycle,Partner,1,31-45,75774.0,27,0,58,0,1,4,20,767,56,823,0,0,0
Master,Single,0,46-60,39228.0,1,0,415,1,1,4,3,17,3,20,0,0,0
Master,Partner,1,31-45,58494.0,56,0,199,0,2,6,14,377,19,396,0,0,0
Graduation,Single,0,31-45,58684.0,71,0,13,0,1,2,20,728,85,813,1,1,0
Graduation,Single,0,46-60,57136.0,18,0,407,1,1,6,19,1052,127,1179,0,0,1
PhD,Single,1,61+,56551.0,48,0,53,0,3,4,7,122,16,138,0,0,0
Graduation,Partner,1,31-45,22448.0,86,0,123,0,3,3,6,37,18,55,0,0,0
Graduation,Single,0,46-60,82014.0,48,0,678,1,1,6,21,1480,31,1511,0,0,1
Graduation,Single,1,46-60,34213.0,2,0,660,1,3,9,6,91,26,117,0,0,1
Graduation,Partner,0,31-45,157146.0,13,0,426,1,0,1,28,1729,1,1730,0,0,0
PhD,Single,1,61+,25358.0,57,0,342,0,2,6,4,24,8,32,0,0,0
Master,Single,1,31-45,35544.0,77,0,113,0,1,7,5,63,4,67,0,0,0
Master,Partner,1,46-60,36634.0,0,0,397,1,3,7,12,305,30,335,0,0,0
PhD,Partner,1,46-60,62670.0,57,0,147,0,1,3,21,787,38,825,0,0,0
2n Cycle,Partner,1,31-45,50334.0,24,0,340,0,6,6,17,560,134,694,0,0,0
Graduation,Single,0,31-45,72066.0,55,0,6,0,1,2,16,1758,34,1792,2,1,1
PhD,Single,1,46-60,50729.0,62,0,423,1,9,6,15,444,52,496,0,0,0
Graduation,Partner,1,46-60,34916.0,89,0,410,1,4,9,9,189,42,231,0,0,0
Graduation,Single,1,31-45,64892.0,77,0,31,0,2,4,22,837,65,902,0,0,0
Graduation,Single,1,46-60,43602.0,45,0,170,0,3,6,6,49,19,68,0,0,0
PhD,Single,0,18-30,33996.0,46,0,291,0,1,4,5,65,6,71,0,0,0
2n Cycle,Single,1,18-30,41473.0,80,0,375,1,1,7,5,67,9,76,0,0,0
PhD,Partner,1,46-60,63246.0,60,0,313,0,1,4,21,765,7,772,0,0,0
PhD,Partner,1,46-60,36732.0,71,0,182,0,3,2,6,40,7,47,0,0,0
PhD,Partner,1,31-45,69084.0,43,0,222,0,2,8,23,1556,30,1586,0,0,0
PhD,Partner,1,46-60,77766.0,97,0,492,1,2,6,32,1502,27,1529,1,1,1
PhD,Single,0,18-30,37929.0,49,0,334,0,2,7,11,255,10,265,2,1,1
Graduation,Partner,0,61+,86610.0,66,0,297,0,1,2,17,1550,53,1603,0,0,0
Master,Partner,0,18-30,80141.0,20,0,534,1,1,6,21,2051,40,2091,1,1,1
2n Cycle,Partner,0,46-60,72635.0,54,0,391,1,1,3,20,874,107,981,1,1,0
Graduation,Partner,1,31-45,69016.0,61,0,584,1,4,5,30,1372,161,1533,0,0,0
2n Cycle,Partner,0,18-30,20193.0,18,0,578,1,1,4,6,73,9,82,0,0,0
Graduation,Partner,1,31-45,27573.0,45,0,461,1,4,8,10,229,15,244,0,0,0
Basic,Single,1,31-45,15862.0,26,0,367,1,1,8,4,26,10,36,0,0,0
PhD,Partner,1,31-45,49544.0,0,0,502,1,2,7,14,381,23,404,0,0,0
Graduation,Partner,1,31-45,33228.0,28,0,157,0,1,7,5,66,5,71,0,0,0
Graduation,Partner,0,31-45,70440.0,49,0,264,0,1,3,22,1484,88,1572,1,1,0
Graduation,Partner,1,31-45,38232.0,84,0,163,0,4,5,7,89,33,122,0,0,0
PhD,Partner,1,46-60,22554.0,38,0,603,1,4,5,6,37,4,41,0,0,0
PhD,Partner,1,31-45,23536.0,53,0,25,0,1,3,3,9,1,10,0,0,0
Graduation,Partner,1,61+,49413.0,88,0,247,0,2,5,11,258,46,304,0,0,0
Graduation,Partner,1,31-45,42231.0,99,0,96,0,1,5,4,33,4,37,0,0,0
Master,Single,0,31-45,78789.0,12,0,690,1,1,2,15,1671,83,1754,0,0,1
Graduation,Partner,1,46-60,56534.0,35,0,341,0,4,8,21,769,46,815,2,1,1
Graduation,Single,1,31-45,58350.0,5,0,541,1,4,6,23,921,80,1001,0,0,0
Graduation,Single,0,18-30,81217.0,77,0,345,0,1,1,21,1073,84,1157,0,0,0
Graduation,Single,1,61+,49090.0,45,0,345,0,3,7,18,588,100,688,0,0,0
Master,Single,0,18-30,61787.0,71,0,358,0,1,5,18,1234,85,1319,0,0,0
PhD,Partner,1,18-30,18169.0,40,0,495,1,1,8,3,14,7,21,0,0,0
2n Cycle,Single,1,31-45,24336.0,82,0,671,1,1,7,3,19,12,31,0,0,0
Graduation,Partner,0,18-30,18222.0,70,0,545,1,1,8,5,53,14,67,0,0,0
Graduation,Single,1,61+,62335.0,87,0,402,1,2,2,19,682,26,708,0,0,0
2n Cycle,Partner,1,31-45,42033.0,95,0,648,1,1,7,3,18,7,25,0,0,0
PhD,Partner,0,31-45,86580.0,72,0,487,1,0,1,11,726,20,746,1,1,0
PhD,Single,1,46-60,41437.0,5,0,645,1,1,7,4,31,1,32,0,0,0
Master,Single,1,61+,73705.0,86,0,116,0,2,5,23,1588,107,1695,0,0,0
Graduation,Partner,1,31-45,61064.0,80,0,667,1,5,6,23,900,180,1080,0,0,0
Master,Partner,1,46-60,38452.0,62,0,91,0,3,7,6,70,2,72,0,0,0
Graduation,Single,1,18-30,18358.0,49,0,221,0,3,7,7,53,4,57,0,0,0
PhD,Partner,1,31-45,55012.0,85,0,100,0,6,5,19,647,13,660,0,0,0
Basic,Partner,1,31-45,9722.0,7,0,635,1,4,8,7,61,42,103,0,0,1
PhD,Partner,1,18-30,38175.0,6,0,279,0,3,7,8,150,3,153,0,0,0
Master,Partner,1,46-60,58656.0,25,0,647,1,4,6,28,1208,12,1220,1,1,0
Graduation,Partner,1,46-60,52117.0,55,0,682,1,2,7,11,259,20,279,0,0,0
Graduation,Partner,1,31-45,64813.0,81,0,178,0,1,5,19,693,52,745,0,0,0
PhD,Partner,1,31-45,54222.0,98,0,120,0,1,3,11,257,7,264,0,0,0
Graduation,Partner,0,18-30,83512.0,31,0,12,0,1,1,21,2056,101,2157,4,1,1
Master,Partner,1,46-60,77520.0,30,0,305,0,1,4,22,1468,58,1526,3,1,1
Graduation,Partner,1,31-45,41154.0,98,0,446,1,1,5,5,62,7,69,0,0,0
Graduation,Partner,0,46-60,80398.0,92,0,596,1,1,3,25,1571,26,1597,1,1,0
Basic,Single,1,18-30,18746.0,41,0,31,0,2,6,6,44,20,64,0,0,0
Graduation,Partner,1,18-30,35196.0,68,0,593,1,6,8,12,310,187,497,0,0,0
Graduation,Single,1,46-60,60230.0,78,0,405,1,2,5,15,1027,40,1067,0,0,0
Graduation,Partner,1,31-45,22108.0,46,0,52,0,2,7,5,25,6,31,0,0,0
Graduation,Partner,1,31-45,44392.0,71,0,297,0,5,7,9,182,29,211,0,0,0
PhD,Partner,1,31-45,55424.0,6,0,581,1,4,6,21,770,107,877,1,1,1
Graduation,Partner,1,31-45,17688.0,82,1,532,1,1,8,3,9,2,11,0,0,0
PhD,Partner,0,31-45,92491.0,71,0,424,1,1,3,24,2012,22,2034,3,1,1
Graduation,Single,0,18-30,90273.0,32,0,197,0,1,2,18,1880,111,1991,3,1,1
PhD,Single,0,46-60,82571.0,28,0,88,0,0,2,24,1607,79,1686,1,1,0
PhD,Single,1,31-45,38513.0,20,0,152,0,5,8,12,306,18,324,0,0,1
Master,Single,1,31-45,16653.0,10,0,72,0,3,6,6,62,7,69,0,0,1
Graduation,Partner,1,46-60,42586.0,7,0,608,1,5,8,11,252,0,252,0,0,1
Basic,Single,1,46-60,23529.0,67,0,538,1,1,6,4,34,20,54,0,0,0
Master,Partner,1,46-60,74881.0,48,0,478,1,4,5,23,910,54,964,0,0,0
Graduation,Partner,1,61+,71107.0,61,0,497,1,2,4,26,1132,195,1327,0,0,0
PhD,Partner,1,46-60,46910.0,36,0,98,0,2,6,5,62,6,68,0,0,0
Graduation,Partner,0,46-60,18690.0,77,0,548,1,1,8,4,41,19,60,0,0,0
Graduation,Single,1,46-60,37244.0,90,0,428,1,1,7,4,30,25,55,1,1,0
Graduation,Partner,0,46-60,82427.0,35,0,109,0,1,1,20,1349,107,1456,1,1,0
2n Cycle,Single,1,46-60,75342.0,38,0,419,1,1,4,17,537,26,563,0,0,0
Graduation,Single,1,46-60,70044.0,46,0,496,1,4,5,22,1490,14,1504,0,0,0
Graduation,Single,1,46-60,79146.0,33,0,66,0,2,6,17,548,16,564,0,0,0
Graduation,Partner,0,46-60,77437.0,70,0,215,0,1,1,22,1096,29,1125,1,1,0
Graduation,Partner,1,46-60,54984.0,51,0,36,0,4,7,13,352,6,358,1,1,0
PhD,Partner,1,31-45,42403.0,18,0,200,0,1,8,4,39,3,42,0,0,0
Graduation,Partner,1,46-60,55761.0,97,0,66,0,2,6,8,152,32,184,1,1,0
Graduation,Partner,1,31-45,37292.0,32,0,437,1,5,8,14,394,66,460,0,0,0
PhD,Single,0,61+,45576.0,9,0,32,0,1,8,7,120,25,145,0,0,1
Graduation,Partner,0,61+,70321.0,6,0,529,1,1,4,24,1185,191,1376,0,0,1
PhD,Single,1,31-45,58086.0,80,0,525,1,2,8,21,777,15,792,0,0,0
Graduation,Partner,0,61+,81795.0,74,0,611,1,1,2,22,1294,88,1382,0,0,0
Basic,Partner,0,61+,28389.0,49,0,586,1,1,7,3,20,8,28,0,0,0
Master,Partner,0,61+,66835.0,21,0,274,0,1,2,23,892,141,1033,0,0,0
Graduation,Single,1,31-45,69901.0,95,0,396,1,3,5,20,733,149,882,0,0,0
PhD,Partner,0,61+,80360.0,56,0,483,1,2,2,13,2188,43,2231,3,1,0
PhD,Partner,1,46-60,63342.0,48,0,621,1,3,6,16,1080,21,1101,1,1,1
Graduation,Partner,1,31-45,44989.0,26,0,655,1,5,6,11,263,106,369,0,0,0
2n Cycle,Single,1,31-45,31859.0,3,0,122,0,1,7,4,37,11,48,0,0,0
PhD,Single,1,61+,51569.0,39,0,502,1,4,8,15,433,34,467,1,1,1
Graduation,Single,1,31-45,30372.0,33,0,551,1,3,7,5,37,7,44,0,0,0
Basic,Single,1,31-45,16014.0,42,0,469,1,4,3,6,31,7,38,0,0,0
Graduation,Partner,1,46-60,41120.0,80,0,235,0,3,6,6,57,24,81,0,0,0
Master,Single,1,31-45,39763.0,9,0,329,0,2,9,8,151,16,167,0,0,1
PhD,Partner,1,46-60,38725.0,52,0,50,0,2,4,5,40,5,45,0,0,0
Graduation,Partner,1,31-45,77981.0,78,0,399,1,3,5,18,604,60,664,0,0,0
2n Cycle,Partner,1,46-60,62905.0,68,0,292,0,3,4,17,563,59,622,0,0,0
2n Cycle,Single,1,31-45,13533.0,45,0,476,1,2,7,5,31,17,48,0,0,0
Graduation,Partner,1,31-45,59481.0,47,0,249,0,2,2,14,403,58,461,0,0,0
Graduation,Partner,1,31-45,72117.0,34,0,313,0,1,5,25,1023,50,1073,0,0,0
2n Cycle,Partner,1,18-30,21955.0,81,0,295,0,2,6,6,44,11,55,0,0,0
Graduation,Partner,1,46-60,67131.0,72,0,460,1,3,6,23,914,62,976,0,0,0
PhD,Single,1,31-45,36802.0,23,0,13,0,1,5,4,19,1,20,0,0,0
Graduation,Partner,0,31-45,71853.0,29,0,417,1,1,1,16,1117,32,1149,0,0,0
Basic,Partner,0,46-60,28249.0,80,0,14,0,1,6,5,33,10,43,0,0,0
Master,Partner,1,31-45,47808.0,30,0,252,0,2,7,8,152,72,224,1,1,0
PhD,Single,1,31-45,25509.0,15,0,649,1,3,9,6,90,11,101,0,0,1
PhD,Partner,0,61+,51012.0,86,0,437,1,1,6,9,185,24,209,0,0,0
Graduation,Single,0,18-30,70596.0,68,0,632,1,1,2,20,942,26,968,0,0,0
PhD,Partner,0,61+,85431.0,54,0,386,1,1,0,16,1112,53,1165,0,0,0
Graduation,Partner,1,46-60,42664.0,44,0,103,0,1,6,4,24,0,24,0,0,0
Graduation,Partner,1,46-60,42586.0,7,0,608,1,5,8,11,252,0,252,0,0,1
Graduation,Single,1,18-30,29760.0,87,0,669,1,4,8,8,148,17,165,0,0,0
PhD,Partner,0,31-45,28973.0,59,0,624,1,2,8,11,257,12,269,0,0,0
PhD,Partner,1,31-45,39435.0,16,0,327,0,1,7,6,89,13,102,0,0,0
2n Cycle,Partner,0,18-30,65370.0,1,0,332,0,1,1,18,432,29,461,0,0,0
Basic,Single,1,31-45,20194.0,64,0,559,1,2,6,5,32,15,47,0,0,0
PhD,Single,1,31-45,42473.0,72,0,132,0,3,5,7,119,25,144,0,0,0
Graduation,Partner,0,46-60,64590.0,98,0,623,1,1,6,23,1308,30,1338,0,0,0
Graduation,Partner,1,46-60,71232.0,91,0,213,0,2,7,23,900,17,917,0,0,0
Graduation,Partner,1,31-45,34600.0,8,0,544,1,5,8,12,303,15,318,0,0,1
Graduation,Single,1,46-60,46904.0,20,0,603,1,4,8,10,222,31,253,0,0,0
Graduation,Partner,1,31-45,49094.0,6,0,646,1,5,6,15,433,69,502,0,0,0
Graduation,Partner,1,31-45,36075.0,54,0,202,0,1,6,6,89,30,119,0,0,0
2n Cycle,Partner,1,31-45,60839.0,72,0,670,1,13,8,16,1122,128,1250,0,0,0
Graduation,Partner,1,31-45,77298.0,46,0,239,0,1,3,23,890,79,969,0,0,0
Graduation,Partner,1,61+,34026.0,11,0,328,0,3,5,6,59,17,76,0,0,0
PhD,Single,1,46-60,48918.0,21,0,78,0,2,4,5,61,1,62,0,0,0
2n Cycle,Partner,0,46-60,82122.0,89,0,318,0,1,1,25,1282,100,1382,1,1,0
Graduation,Single,1,31-45,37697.0,82,0,142,0,1,6,6,76,8,84,0,0,0
Graduation,Partner,1,61+,34074.0,69,0,351,0,5,6,9,188,67,255,1,1,0
Master,Partner,1,46-60,28520.0,55,0,380,1,1,6,4,23,20,43,0,0,0
Graduation,Single,1,46-60,62535.0,13,0,269,0,1,3,13,346,52,398,0,0,0
Master,Single,1,31-45,36273.0,80,0,74,0,2,6,6,67,9,76,0,0,0
Graduation,Partner,1,46-60,63404.0,97,0,23,0,2,4,13,885,17,902,1,1,0
2n Cycle,Partner,1,31-45,75774.0,27,0,58,0,1,4,20,767,56,823,0,0,0
Graduation,Partner,1,31-45,78416.0,99,0,2,0,2,3,24,996,183,1179,0,0,0
Graduation,Partner,1,31-45,75702.0,87,0,623,1,1,6,28,1884,37,1921,1,1,0
Master,Partner,1,61+,59385.0,85,0,427,1,2,5,8,149,36,185,0,0,0
Graduation,Single,1,46-60,37070.0,30,0,466,1,9,7,14,394,39,433,0,0,1
Graduation,Partner,1,61+,44689.0,82,0,170,0,2,7,4,23,11,34,1,1,0
Graduation,Partner,1,46-60,53977.0,21,0,386,1,5,5,22,825,82,907,0,0,0
PhD,Single,1,46-60,7144.0,92,0,204,0,0,0,25,125,291,416,0,0,0
Graduation,Single,1,46-60,18701.0,95,0,390,1,4,5,6,34,10,44,0,0,0
Graduation,Partner,0,46-60,90369.0,2,0,62,0,1,1,16,1571,17,1588,0,0,1
PhD,Single,0,31-45,63159.0,74,0,601,1,1,3,16,1760,37,1797,1,1,0
Graduation,Partner,1,46-60,37758.0,49,0,633,1,2,8,4,39,1,40,0,0,0
PhD,Single,1,46-60,46757.0,71,0,590,1,6,9,15,1021,122,1143,0,0,0
Master,Partner,0,31-45,79734.0,72,0,1,0,1,1,13,897,17,914,1,1,0
Graduation,Partner,0,18-30,63207.0,68,0,525,1,1,7,11,1432,70,1502,1,1,0
Graduation,Single,1,46-60,72071.0,4,0,500,1,3,2,17,1188,150,1338,0,0,0
PhD,Partner,1,31-45,21840.0,80,0,343,0,1,9,4,26,1,27,0,0,0
2n Cycle,Partner,1,31-45,58582.0,15,0,274,0,2,5,20,721,42,763,1,1,0
Graduation,Single,0,61+,72282.0,70,0,345,0,1,7,21,1178,153,1331,0,0,1
Graduation,Partner,1,46-60,50387.0,91,0,302,0,3,5,16,491,34,525,0,0,0
PhD,Partner,1,46-60,32583.0,10,0,14,0,1,7,3,8,1,9,0,0,0
Graduation,Partner,1,46-60,62568.0,99,0,83,0,3,4,13,892,61,953,1,1,0
Master,Single,1,31-45,44635.0,25,0,261,0,2,7,5,65,3,68,0,0,0
Master,Single,1,31-45,33316.0,34,0,268,0,3,6,7,119,12,131,0,0,0
Graduation,Partner,1,46-60,63967.0,57,0,324,0,3,2,20,720,162,882,0,0,0
2n Cycle,Partner,0,31-45,52513.0,84,0,663,1,2,7,23,917,232,1149,0,0,0
Graduation,Partner,1,31-45,25293.0,51,0,287,0,1,8,4,28,9,37,0,0,0
PhD,Single,1,46-60,54111.0,97,0,308,0,2,5,13,338,50,388,0,0,0
Graduation,Partner,0,18-30,78394.0,13,0,499,1,1,2,15,1262,166,1428,0,0,1
Master,Partner,0,46-60,80739.0,92,0,402,1,1,1,23,1541,92,1633,0,0,0
Master,Partner,1,31-45,22669.0,30,0,403,1,3,9,7,125,48,173,0,0,1
Graduation,Single,1,18-30,29236.0,30,0,264,0,2,9,7,90,9,99,0,0,0
Graduation,Partner,1,46-60,44911.0,11,0,471,1,3,7,9,184,31,215,0,0,0
PhD,Partner,1,46-60,54693.0,72,0,497,1,8,6,23,894,35,929,0,0,0
Graduation,Partner,1,31-45,48186.0,39,0,101,0,3,7,9,185,34,219,0,0,0
