Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Days_Since_Enrolled,Years_Since_Enrolled,Age,AgeGroup,Children,MntTotal,AcceptedCmpTotal,NumTotalPurchases,HasChildren,MntRegularProds,HasAcceptedCmp
1985,Graduation,Partner,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,227,0,29,18-30,1,22,0,3,1,16,0
1975,Graduation,Single,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,186,0,39,31-45,1,1064,0,23,1,913,0
1980,Basic,Partner,25965.0,0,0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,660,1,34,31-45,0,74,0,5,0,63,0
1956,Master,Partner,14661.0,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,544,1,58,46-60,0,26,0,4,0,24,0
1959,Graduation,Partner,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,548,1,55,46-60,0,60,0,4,0,41,0
1974,PhD,Partner,45068.0,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,409,1,40,31-45,1,20,0,3,1,17,0
1987,Basic,Single,21063.0,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,277,0,27,18-30,1,59,0,5,1,44,0
1968,PhD,Partner,29187.0,1,0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,416,1,46,46-60,1,34,0,4,1,32,0
1971,2n Cycle,Partner,54690.0,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,234,0,43,31-45,2,198,0,9,1,180,0
1964,PhD,Partner,59304.0,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,335,0,50,46-60,1,1048,0,25,1,1038,0
1962,Master,Single,59247.0,0,2,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,233,0,52,46-60,2,574,0,16,1,491,0
1970,Graduation,Single,66731.0,0,1,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,655,1,44,31-45,1,1029,0,13,1,888,0
1980,Graduation,Partner,77353.0,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,195,0,34,31-45,1,670,0,18,1,611,0
1975,PhD,Single,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,575,1,39,31-45,1,990,0,14,1,952,0
1974,Graduation,Partner,26751.0,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,38,0,40,31-45,2,11,0,3,1,10,0
1963,PhD,Partner,81300.0,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,607,1,51,46-60,1,1241,1,18,1,1205,1
1979,Graduation,Single,70337.0,0,0,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,178,0,35,31-45,0,576,0,16,0,485,0
1985,2n Cycle,Partner,36145.0,1,0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,378,1,29,18-30,1,172,1,8,1,154,1
1980,PhD,Single,65295.0,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,188,0,34,31-45,0,664,0,19,0,658,0
1963,Graduation,Single,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,254,0,51,46-60,1,928,0,21,1,774,0
1967,Graduation,Single,68743.0,0,0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,668,1,47,46-60,0,2074,0,29,0,1959,0
1982,2n Cycle,Partner,41039.0,0,0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,339,0,32,31-45,0,467,0,14,0,422,0
1955,Graduation,Partner,38946.0,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,248,0,59,46-60,1,257,0,10,1,216,0
1967,Graduation,Partner,65777.0,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,192,0,47,46-60,0,1146,0,16,0,1092,0
1976,PhD,Single,66476.0,0,1,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,479,1,38,31-45,1,689,0,18,1,611,0
1972,PhD,Single,86857.0,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,655,1,42,31-45,0,2114,0,21,0,2074,0
1989,PhD,Partner,77845.0,0,0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,44,0,25,18-30,0,1346,2,20,0,1320,1
1969,PhD,Partner,69476.0,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,272,0,45,31-45,0,1044,0,14,0,977,0
1960,PhD,Single,50611.0,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,633,1,54,46-60,1,493,1,16,1,489,1
1970,Graduation,Single,61209.0,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,308,0,44,31-45,0,957,0,12,0,858,0
1958,Master,Partner,42315.0,0,1,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,352,0,56,46-60,1,270,0,9,1,190,0
1952,Basic,Partner,13084.0,0,0,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,239,0,62,61+,0,29,0,4,0,19,0
1949,Master,Single,47570.0,1,1,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,396,1,65,61+,2,121,0,6,1,90,0
1961,Master,Partner,61923.0,0,2,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,338,0,53,46-60,2,126,0,7,1,120,0
1995,Graduation,Single,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,95,0,19,18-30,0,23,0,3,0,19,0
1949,PhD,Single,26518.0,1,1,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,447,1,65,61+,2,57,0,5,1,55,0
1961,Graduation,Single,45938.0,0,0,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,238,0,53,46-60,0,636,0,18,0,607,0
1960,Graduation,Partner,78468.0,0,0,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,81,0,54,46-60,0,1004,1,27,0,970,1
1973,Graduation,Single,78901.0,0,1,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,285,0,41,31-45,1,734,0,17,1,700,0
1978,Graduation,Partner,71427.0,2,0,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,109,0,36,31-45,2,614,0,18,1,591,0
1978,Graduation,Single,71022.0,0,1,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,138,0,36,31-45,1,1453,1,18,1,1211,1
1988,Master,Single,90247.0,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,61,0,26,18-30,0,1621,3,14,0,1605,1
1968,Master,Single,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,185,0,46,46-60,1,187,0,9,1,182,0
1986,Graduation,Partner,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,535,1,28,18-30,1,1443,2,20,1,1350,1
1970,PhD,Single,35682.0,1,0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,2,0,44,31-45,1,57,0,5,1,39,0
1951,Graduation,Single,43185.0,0,1,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,445,1,63,61+,1,637,0,18,1,607,0
1948,PhD,Partner,66375.0,0,1,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,220,0,66,61+,1,948,1,11,1,757,1
1971,Master,Partner,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,535,1,43,31-45,1,59,1,4,1,41,1
1986,Graduation,Partner,25252.0,1,0,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,352,0,28,18-30,1,18,0,3,1,12,0
1965,Master,Single,55250.0,0,1,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,616,1,49,46-60,1,903,0,22,1,837,0
1975,Graduation,Single,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,494,1,39,31-45,1,112,0,6,1,70,0
1953,Graduation,Partner,58398.0,0,0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,411,1,61,61+,0,596,0,17,0,547,0
1982,Graduation,Partner,50272.0,1,0,2013-08-07,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,326,0,32,31-45,1,233,0,10,1,229,0
1975,PhD,Partner,76618.0,0,0,2012-12-07,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,569,1,39,31-45,0,1511,0,10,0,1364,0
1960,2n Cycle,Single,87305.0,0,0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,644,1,54,46-60,0,1152,1,16,0,1072,1
1978,Graduation,Partner,25851.0,1,0,2013-02-11,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,503,1,36,31-45,1,48,0,5,1,43,0
1970,Graduation,Single,58710.0,0,1,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,455,1,44,31-45,1,1185,0,25,1,1011,0
1958,Graduation,Single,45160.0,1,1,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,92,0,56,46-60,2,21,0,3,1,18,0
1965,Master,Partner,74806.0,0,1,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,557,1,49,46-60,1,965,0,14,1,956,0
1954,Graduation,Partner,59111.0,0,0,2013-05-02,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,423,1,60,46-60,0,869,0,20,0,714,0
1984,PhD,Partner,18988.0,1,0,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,37,0,30,18-30,1,16,0,4,1,15,0
1965,Graduation,Partner,72190.0,0,0,2013-02-13,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,501,1,49,46-60,0,1947,0,15,0,1698,0
1976,Graduation,Partner,7500.0,1,0,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,697,1,38,31-45,1,71,1,7,1,39,1
1966,Graduation,Partner,44794.0,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,21,0,48,46-60,1,65,0,5,1,61,0
1955,Graduation,Partner,80395.0,0,0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,218,0,59,46-60,0,1380,1,23,0,1332,1
1976,Master,Single,75012.0,0,0,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,155,0,38,31-45,0,1027,0,22,0,876,0
1965,Master,Partner,56962.0,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,261,0,49,46-60,3,411,0,14,1,385,0
1991,Graduation,Partner,89891.0,0,0,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,440,1,23,18-30,0,836,1,25,0,653,1
1949,PhD,Single,35946.0,1,1,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,275,0,65,61+,2,11,0,3,1,11,0
1953,PhD,Partner,53593.0,1,1,2012-08-07,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,691,1,61,61+,2,480,0,15,1,437,0
1978,Graduation,Partner,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,382,1,36,31-45,2,606,0,16,1,497,0
1948,PhD,Single,45072.0,1,2,2013-10-16,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,256,0,66,61+,3,284,0,11,1,254,0
1973,Graduation,Single,89694.0,1,1,2013-10-09,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,263,0,41,31-45,2,1472,3,11,1,1430,1
1949,Graduation,Partner,72025.0,0,0,2014-04-29,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,61,0,65,61+,0,1677,3,25,0,1677,1
1973,Graduation,Partner,67432.0,0,1,2013-03-29,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,457,1,41,31-45,1,1335,0,17,1,1165,0
1952,Master,Partner,70545.0,0,1,2014-06-03,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,26,0,62,61+,1,334,0,12,1,313,0
1989,Basic,Partner,17487.0,1,0,2013-03-18,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,468,1,25,18-30,1,18,0,3,1,12,0
1969,Graduation,Partner,62882.0,0,1,2012-08-09,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,689,1,45,31-45,1,1338,0,18,1,1241,0
1953,PhD,Single,64108.0,0,1,2013-03-23,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,463,1,61,61+,1,1099,0,26,1,1078,0
1956,Master,Partner,34941.0,1,1,2013-03-06,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,480,1,58,46-60,2,97,0,6,1,73,0
1950,PhD,Single,48767.0,1,2,2014-01-01,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,179,0,64,61+,3,63,0,6,1,53,0
1978,2n Cycle,Partner,38702.0,1,0,2013-08-01,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,332,0,36,31-45,1,109,0,7,1,69,0
1964,Graduation,Partner,82224.0,0,0,2014-01-25,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,155,0,50,46-60,0,902,1,20,0,862,1
1952,Graduation,Partner,83844.0,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,413,1,62,61+,0,1574,1,19,0,1383,1
1975,2n Cycle,Partner,17003.0,1,0,2013-12-09,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,202,0,39,31-45,1,38,0,6,1,31,0
1995,Graduation,Single,71163.0,0,0,2014-03-09,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,112,0,19,18-30,0,960,0,23,0,916,0
1970,Graduation,Single,33697.0,1,0,2013-09-15,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,287,0,44,31-45,1,28,1,3,1,17,1
1954,2n Cycle,Partner,63564.0,0,0,2014-01-29,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,151,0,60,46-60,0,1215,1,27,0,1150,1
1972,PhD,Partner,83443.0,0,0,2013-12-31,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,180,0,42,31-45,0,1497,0,21,0,1413,0
1958,PhD,Partner,51518.0,0,1,2013-10-03,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,269,0,56,46-60,1,449,0,15,1,445,0
1975,Graduation,Single,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,186,0,39,31-45,1,1064,0,23,1,913,0
1969,Graduation,Partner,80952.0,0,0,2013-02-28,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,486,1,45,31-45,0,1757,3,24,0,1713,1
1979,Graduation,Partner,75507.0,0,0,2014-05-02,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,58,0,35,31-45,0,1440,0,20,0,1360,0
1978,2n Cycle,Partner,63855.0,0,0,2013-02-09,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,505,1,36,31-45,0,1006,0,23,0,917,0
1972,PhD,Partner,62220.0,0,1,2012-08-11,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,687,1,42,31-45,1,1226,0,18,1,1214,0
1964,Graduation,Partner,58512.0,0,1,2013-09-19,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,283,0,50,46-60,1,1171,0,15,1,1019,0
1979,Master,Partner,40662.0,1,0,2013-03-15,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,471,1,35,31-45,1,92,0,6,1,69,0
1959,PhD,Partner,38829.0,0,1,2014-04-06,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,84,0,55,46-60,1,99,0,7,1,83,0
1981,2n Cycle,Partner,35523.0,1,0,2013-10-03,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,269,0,33,31-45,1,66,0,6,1,55,0
1967,Graduation,Single,79146.0,1,1,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,66,0,47,46-60,2,564,0,17,1,548,0
1988,Master,Partner,78285.0,0,0,2013-10-28,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,244,0,26,18-30,0,1427,0,20,0,1387,0
1978,PhD,Single,31626.0,1,0,2013-05-10,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,415,1,36,31-45,1,86,1,5,1,52,1
1952,Graduation,Single,75127.0,0,0,2014-05-22,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,38,0,62,61+,0,833,0,18,0,606,0
1955,Graduation,Partner,48726.0,0,1,2013-04-27,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,428,1,59,46-60,1,242,0,9,1,183,0
1977,Graduation,Partner,74985.0,0,0,2012-09-11,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,656,1,37,31-45,0,1869,0,16,0,1783,0
1987,Graduation,Partner,67430.0,0,0,2012-09-05,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,662,1,27,18-30,0,1364,0,28,0,1243,0
1965,2n Cycle,Partner,46891.0,0,1,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,301,0,49,46-60,1,183,0,7,1,122,0
1956,Master,Partner,62058.0,0,1,2013-05-26,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,399,1,58,46-60,1,450,0,14,1,392,0
1979,Graduation,Partner,72063.0,0,1,2013-07-03,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,361,0,35,31-45,1,758,0,19,1,668,0
1951,PhD,Partner,78939.0,0,0,2013-12-12,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,199,0,63,61+,0,1507,0,19,0,1302,0
1965,Graduation,Single,42720.0,1,1,2013-04-24,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,431,1,49,46-60,2,654,0,17,1,542,0
1972,Graduation,Partner,33622.0,1,1,2013-04-13,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,442,1,42,31-45,2,81,0,6,1,69,0
1957,PhD,Partner,6835.0,0,1,2012-12-08,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,568,1,57,46-60,1,137,0,1,1,125,0
1953,Graduation,Partner,41452.0,1,1,2013-03-06,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,480,1,61,61+,2,16,0,3,1,16,0
1965,PhD,Single,40760.0,0,1,2013-08-30,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,303,0,49,46-60,1,93,0,6,1,87,0
1958,PhD,Partner,74250.0,0,0,2014-01-26,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,154,0,56,46-60,0,1158,0,17,0,1158,0
1955,Master,Single,51124.0,1,1,2013-12-18,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,193,0,59,46-60,2,43,0,4,1,39,0
1971,Graduation,Single,72258.0,0,1,2013-09-12,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,290,0,43,31-45,1,1525,0,20,1,1391,0
1974,PhD,Single,71466.0,0,0,2014-04-05,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,85,0,40,31-45,0,1230,0,18,0,1230,0
1976,Graduation,Partner,36283.0,1,1,2014-04-14,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,76,0,38,31-45,2,29,0,4,1,24,0
1970,Graduation,Single,20587.0,1,0,2014-05-11,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,49,0,44,31-45,1,25,0,4,1,16,0
1972,Graduation,Partner,30467.0,1,0,2014-03-19,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,102,0,42,31-45,1,24,0,3,1,19,0
1972,Graduation,Partner,31590.0,1,0,2013-06-18,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,376,1,42,31-45,1,38,0,4,1,35,0
1986,Basic,Partner,20425.0,1,0,2012-10-29,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,608,1,28,18-30,1,57,0,5,1,40,0
1960,Master,Partner,17144.0,1,1,2014-02-15,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,134,0,54,46-60,2,47,0,7,1,41,0
1968,PhD,Single,42564.0,0,1,2013-01-02,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,1,543,1,46,46-60,1,813,1,18,1,615,1
1978,Master,Partner,43783.0,1,0,2014-05-29,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,31,0,36,31-45,1,629,1,16,1,490,1
1976,Graduation,Single,40780.0,0,1,2012-09-08,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,659,1,38,31-45,1,377,0,13,1,343,0
1945,Master,Partner,62847.0,0,0,2013-01-15,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,530,1,69,61+,0,1612,0,13,0,1551,0
1957,PhD,Partner,82017.0,0,0,2012-11-07,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,1,599,1,57,46-60,0,729,3,16,0,706,1
1950,Graduation,Single,16813.0,0,0,2013-07-19,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,345,0,64,61+,0,50,1,5,0,37,1
1978,Graduation,Partner,51267.0,1,1,2013-10-29,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,243,0,36,31-45,2,270,0,11,1,258,0
1961,Graduation,Single,46524.0,0,1,2013-04-05,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0,450,1,53,46-60,1,177,0,7,1,125,0
1962,Master,Single,45183.0,0,0,2013-01-20,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,525,1,52,46-60,0,315,1,12,0,303,1
1954,PhD,Partner,70421.0,0,1,2014-06-28,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0,1,0,60,46-60,1,767,0,20,1,732,0
1965,2n Cycle,Single,60161.0,0,1,2012-10-23,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,614,1,49,46-60,1,1071,0,23,1,894,0
1973,Graduation,Partner,73926.0,0,0,2013-03-02,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,484,1,41,31-45,0,1580,0,23,0,1565,0
1968,Graduation,Partner,19329.0,1,0,2013-12-14,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,197,0,46,46-60,1,60,0,7,1,55,0
1970,Master,Partner,61872.0,0,1,2013-12-13,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,198,0,44,31-45,1,573,0,17,1,557,0
1956,Graduation,Single,46984.0,1,1,2013-03-26,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0,460,1,58,46-60,2,41,0,4,1,33,0
1951,Graduation,Partner,34838.0,1,1,2013-01-19,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,526,1,63,61+,2,170,0,7,1,123,0
1944,PhD,Single,82716.0,0,0,2013-11-05,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,236,0,70,61+,0,1167,0,27,0,1145,0
1958,Graduation,Partner,48192.0,0,0,2013-04-06,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,1,449,1,56,46-60,0,1526,3,22,0,1497,1
1976,Master,Partner,49681.0,0,2,2013-11-04,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,237,0,38,31-45,2,458,0,15,1,437,0
1971,Master,Partner,56850.0,0,1,2014-03-23,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,98,0,43,31-45,1,63,0,5,1,63,0
1957,Graduation,Partner,55267.0,0,1,2013-10-21,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,251,0,57,46-60,1,405,0,13,1,360,0
1972,Graduation,Partner,59666.0,1,1,2013-03-22,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,0,464,1,42,31-45,2,1027,1,13,1,894,1
1972,Graduation,Single,72504.0,0,1,2013-04-06,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0,449,1,42,31-45,1,1478,0,20,1,1384,0
1981,Graduation,Partner,26872.0,0,0,2013-10-16,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0,256,0,33,31-45,0,72,0,4,0,40,0
1972,Graduation,Single,21359.0,1,0,2013-04-20,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,1,435,1,42,31-45,1,48,0,5,1,38,0
1975,Graduation,Single,73170.0,0,0,2014-05-31,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,0,29,0,39,31-45,0,726,0,15,0,694,0
1955,Master,Partner,52750.0,0,1,2013-02-04,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,510,1,59,46-60,1,860,0,21,1,791,0
1986,PhD,Partner,91820.0,0,0,2013-11-23,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0,218,0,28,18-30,0,1497,0,22,0,1467,0
